rounded_patch,mean_visit,sd_visit,sociality,density,interference
7.5,NA,NA,0.5,2,0.1
7.6,NA,NA,0.5,2,0.1
7.7,NA,NA,0.5,2,0.1
7.8,NA,NA,0.5,2,0.1
7.9,NA,NA,0.5,2,0.1
8,NA,NA,0.5,2,0.1
8.1,NA,NA,0.5,2,0.1
8.2,NA,NA,0.5,2,0.1
8.3,NA,NA,0.5,2,0.1
8.4,NA,NA,0.5,2,0.1
8.5,NA,NA,0.5,2,0.1
8.6,NA,NA,0.5,2,0.1
8.7,NA,NA,0.5,2,0.1
8.8,NA,NA,0.5,2,0.1
8.9,NA,NA,0.5,2,0.1
9,NA,NA,0.5,2,0.1
9.1,NA,NA,0.5,2,0.1
9.2,NA,NA,0.5,2,0.1
9.3,NA,NA,0.5,2,0.1
9.4,NA,NA,0.5,2,0.1
9.5,NA,NA,0.5,2,0.1
9.6,NA,NA,0.5,2,0.1
9.7,NA,NA,0.5,2,0.1
9.8,NA,NA,0.5,2,0.1
9.9,NA,NA,0.5,2,0.1
10,NA,NA,0.5,2,0.1
1,NA,NA,0.5,2,0.5
1.1,NA,NA,0.5,2,0.5
1.2,NA,NA,0.5,2,0.5
1.3,NA,NA,0.5,2,0.5
1.4,NA,NA,0.5,2,0.5
1.5,0,0,0.5,2,0.5
1.6,0,0,0.5,2,0.5
1.7,0,0,0.5,2,0.5
1.8,0,0,0.5,2,0.5
1.9,0,0,0.5,2,0.5
2,0,0,0.5,2,0.5
2.1,0,0,0.5,2,0.5
2.2,0.033333333,0.182574186,0.5,2,0.5
2.3,0.017857143,0.133630621,0.5,2,0.5
2.4,0.016129032,0.127000127,0.5,2,0.5
2.5,0.034883721,0.32349832,0.5,2,0.5
2.6,0.046296296,0.211105646,0.5,2,0.5
2.7,0.067567568,0.380871935,0.5,2,0.5
2.8,0.514563107,5.796321925,0.5,2,0.5
2.9,1.233480176,14.87062579,0.5,2,0.5
3,0.3,2.305182055,0.5,2,0.5
3.1,0.406015038,3.236190438,0.5,2,0.5
3.2,0.335753176,1.810517587,0.5,2,0.5
3.3,1.820967742,13.63362797,0.5,2,0.5
3.4,2.495460441,14.83838188,0.5,2,0.5
3.5,7.402730375,41.31160318,0.5,2,0.5
3.6,10.80901288,61.65321753,0.5,2,0.5
3.7,15.4683908,58.65148015,0.5,2,0.5
3.8,23.57409051,86.25837701,0.5,2,0.5
3.9,28.86448184,87.62902476,0.5,2,0.5
4,36.01990446,106.5242411,0.5,2,0.5
4.1,45.83096485,121.2344866,0.5,2,0.5
4.2,58.33601757,141.143376,0.5,2,0.5
4.3,57.02056203,146.8043391,0.5,2,0.5
4.4,67.36460554,164.0029879,0.5,2,0.5
4.5,88.015844,240.4139489,0.5,2,0.5
4.6,114.8718226,314.0473989,0.5,2,0.5
4.7,155.4682135,423.9833701,0.5,2,0.5
4.8,212.9450376,531.54314,0.5,2,0.5
4.9,293.0624812,651.0209574,0.5,2,0.5
5,388.7236121,714.2926804,0.5,2,0.5
5.1,482.2275375,767.4440197,0.5,2,0.5
5.2,558.8403554,790.0830417,0.5,2,0.5
5.3,632.4244251,800.2530873,0.5,2,0.5
5.4,675.0431931,795.8657237,0.5,2,0.5
5.5,712.7237598,777.6627181,0.5,2,0.5
5.6,726.1620326,746.3379381,0.5,2,0.5
5.7,753.3029904,731.0265082,0.5,2,0.5
5.8,750.6140344,700.2489006,0.5,2,0.5
5.9,743.7468761,664.7676758,0.5,2,0.5
6,729.3670176,632.3819797,0.5,2,0.5
6.1,720.0745584,606.2446026,0.5,2,0.5
6.2,697.0406538,567.1855277,0.5,2,0.5
6.3,679.5608954,526.4685901,0.5,2,0.5
6.4,668.2279855,493.3268759,0.5,2,0.5
6.5,665.2598345,459.7880743,0.5,2,0.5
6.6,673.0826859,435.7297009,0.5,2,0.5
6.7,692.220861,415.9060583,0.5,2,0.5
6.8,701.9032774,372.3630479,0.5,2,0.5
6.9,692.1466942,352.3785214,0.5,2,0.5
7,697.0588235,331.3699681,0.5,2,0.5
7.1,716.2444444,308.8031997,0.5,2,0.5
7.2,730.5454545,328.3048472,0.5,2,0.5
7.3,707,262.9657772,0.5,2,0.5
7.4,615,220.6173157,0.5,2,0.5
7.5,NA,NA,0.5,2,0.5
7.6,NA,NA,0.5,2,0.5
7.7,NA,NA,0.5,2,0.5
7.8,NA,NA,0.5,2,0.5
7.9,NA,NA,0.5,2,0.5
8,NA,NA,0.5,2,0.5
8.1,NA,NA,0.5,2,0.5
8.2,NA,NA,0.5,2,0.5
8.3,NA,NA,0.5,2,0.5
8.4,NA,NA,0.5,2,0.5
8.5,NA,NA,0.5,2,0.5
8.6,NA,NA,0.5,2,0.5
8.7,NA,NA,0.5,2,0.5
8.8,NA,NA,0.5,2,0.5
8.9,NA,NA,0.5,2,0.5
9,NA,NA,0.5,2,0.5
9.1,NA,NA,0.5,2,0.5
9.2,NA,NA,0.5,2,0.5
9.3,NA,NA,0.5,2,0.5
9.4,NA,NA,0.5,2,0.5
9.5,NA,NA,0.5,2,0.5
9.6,NA,NA,0.5,2,0.5
9.7,NA,NA,0.5,2,0.5
9.8,NA,NA,0.5,2,0.5
9.9,NA,NA,0.5,2,0.5
10,NA,NA,0.5,2,0.5
1,NA,NA,0.5,2,1
1.1,NA,NA,0.5,2,1
1.2,0,NA,0.5,2,1
1.3,0,NA,0.5,2,1
1.4,0,NA,0.5,2,1
1.5,0,NA,0.5,2,1
1.6,0,0,0.5,2,1
1.7,0.333333333,0.577350269,0.5,2,1
1.8,0.125,0.353553391,0.5,2,1
1.9,0,0,0.5,2,1
2,0.041666667,0.204124145,0.5,2,1
2.1,0,0,0.5,2,1
2.2,0.133333333,0.507416263,0.5,2,1
2.3,0.076923077,0.354268363,0.5,2,1
2.4,0.134328358,0.885840166,0.5,2,1
2.5,0.154761905,0.452411147,0.5,2,1
2.6,0.322580645,2.239876547,0.5,2,1
2.7,0.285714286,1.403610125,0.5,2,1
2.8,0.492957746,3.092321163,0.5,2,1
2.9,0.931451613,6.956729965,0.5,2,1
3,0.55,2.643499153,0.5,2,1
3.1,1.329207921,9.189919948,0.5,2,1
3.2,2.219844358,14.6279498,0.5,2,1
3.3,3.921348315,24.60168694,0.5,2,1
3.4,4.436314363,18.91183238,0.5,2,1
3.5,10.21589561,54.19458549,0.5,2,1
3.6,9.600990099,40.22597466,0.5,2,1
3.7,18.52793834,69.26665516,0.5,2,1
3.8,29.18894831,83.66905167,0.5,2,1
3.9,43.93529894,117.1148795,0.5,2,1
4,49.48923077,137.8925591,0.5,2,1
4.1,60.91473448,145.7557485,0.5,2,1
4.2,57.98511905,167.2676787,0.5,2,1
4.3,70.14305365,221.1924267,0.5,2,1
4.4,102.6548431,350.5880222,0.5,2,1
4.5,134.0196923,427.0794257,0.5,2,1
4.6,171.8477074,508.6596089,0.5,2,1
4.7,245.3695352,594.2098132,0.5,2,1
4.8,329.2784763,688.6457302,0.5,2,1
4.9,380.144075,704.1371368,0.5,2,1
5,436.8733985,730.3181277,0.5,2,1
5.1,520.2659132,758.564941,0.5,2,1
5.2,568.147813,757.5719939,0.5,2,1
5.3,631.2196805,777.7082721,0.5,2,1
5.4,692.6973177,779.0936245,0.5,2,1
5.5,737.8199975,776.0190589,0.5,2,1
5.6,756.3244624,763.0752828,0.5,2,1
5.7,774.3217356,739.735112,0.5,2,1
5.8,776.1779962,712.1864012,0.5,2,1
5.9,769.9932472,687.146075,0.5,2,1
6,747.2800495,648.130545,0.5,2,1
6.1,731.6245229,615.6641282,0.5,2,1
6.2,710.9087032,579.9426572,0.5,2,1
6.3,706.5548058,541.6012577,0.5,2,1
6.4,692.8823122,508.5449945,0.5,2,1
6.5,695.3855224,465.5904028,0.5,2,1
6.6,715.414876,435.8701455,0.5,2,1
6.7,739.5079268,416.0193299,0.5,2,1
6.8,770.3860435,411.3096816,0.5,2,1
6.9,835.2716763,439.1386038,0.5,2,1
7,847.1925134,404.1190809,0.5,2,1
7.1,801.6363636,317.4527772,0.5,2,1
7.2,673,323.7710832,0.5,2,1
7.3,865.875,274.2628757,0.5,2,1
7.4,905.6,235.711264,0.5,2,1
7.5,NA,NA,0.5,2,1
7.6,NA,NA,0.5,2,1
7.7,NA,NA,0.5,2,1
7.8,NA,NA,0.5,2,1
7.9,NA,NA,0.5,2,1
8,NA,NA,0.5,2,1
8.1,NA,NA,0.5,2,1
8.2,NA,NA,0.5,2,1
8.3,NA,NA,0.5,2,1
8.4,NA,NA,0.5,2,1
8.5,NA,NA,0.5,2,1
8.6,NA,NA,0.5,2,1
8.7,NA,NA,0.5,2,1
8.8,NA,NA,0.5,2,1
8.9,NA,NA,0.5,2,1
9,NA,NA,0.5,2,1
9.1,NA,NA,0.5,2,1
9.2,NA,NA,0.5,2,1
9.3,NA,NA,0.5,2,1
9.4,NA,NA,0.5,2,1
9.5,NA,NA,0.5,2,1
9.6,NA,NA,0.5,2,1
9.7,NA,NA,0.5,2,1
9.8,NA,NA,0.5,2,1
9.9,NA,NA,0.5,2,1
10,NA,NA,0.5,2,1
1,NA,NA,1,2,0.1
1.1,NA,NA,1,2,0.1
1.2,0,NA,1,2,0.1
1.3,0,NA,1,2,0.1
1.4,0,NA,1,2,0.1
1.5,1,NA,1,2,0.1
1.6,303,640.8473557,1,2,0.1
1.7,318.2142857,477.4959007,1,2,0.1
1.8,139.9333333,358.8892521,1,2,0.1
1.9,263.56,405.4939457,1,2,0.1
2,175.3333333,258.0659954,1,2,0.1
2.1,69.46153846,172.7127629,1,2,0.1
2.2,57.23529412,283.8292336,1,2,0.1
2.3,257.6341463,603.1269666,1,2,0.1
2.4,275.971831,584.5937777,1,2,0.1
2.5,372.46875,613.0785481,1,2,0.1
2.6,495.5786164,695.6115276,1,2,0.1
2.7,460.2605364,602.9766365,1,2,0.1
2.8,555.2588556,645.4205483,1,2,0.1
2.9,526.1447876,633.5810265,1,2,0.1
3,525.7874618,608.159815,1,2,0.1
3.1,490.1832579,572.605903,1,2,0.1
3.2,428.9061086,528.3433512,1,2,0.1
3.3,377.553907,493.4838324,1,2,0.1
3.4,341.3166058,447.9754204,1,2,0.1
3.5,278.2926829,411.0430555,1,2,0.1
3.6,254.7669492,393.7159511,1,2,0.1
3.7,223,383.1513201,1,2,0.1
3.8,172.264652,321.1470569,1,2,0.1
3.9,170.7559682,349.2164005,1,2,0.1
4,172.2911765,405.9440765,1,2,0.1
4.1,175.4760244,452.3118008,1,2,0.1
4.2,257.139823,577.0284312,1,2,0.1
4.3,337.7749221,718.9363538,1,2,0.1
4.4,394.3156146,746.0638275,1,2,0.1
4.5,590.8475041,890.9350795,1,2,0.1
4.6,657.2714168,876.1062224,1,2,0.1
4.7,710.0620155,874.437673,1,2,0.1
4.8,829.6059066,894.9442972,1,2,0.1
4.9,809.6430899,873.9806296,1,2,0.1
5,866.6999384,869.218839,1,2,0.1
5.1,845.1440058,842.2627928,1,2,0.1
5.2,839.9087719,828.3712665,1,2,0.1
5.3,820.2081292,804.0853242,1,2,0.1
5.4,797.3681198,777.2692958,1,2,0.1
5.5,751.6865894,750.5058047,1,2,0.1
5.6,713.7279133,723.3671267,1,2,0.1
5.7,654.5826058,693.6957656,1,2,0.1
5.8,617.1419286,669.6861211,1,2,0.1
5.9,570.7620059,639.289831,1,2,0.1
6,517.1139601,600.0887045,1,2,0.1
6.1,471.0782341,558.4920586,1,2,0.1
6.2,430.5400942,517.9892942,1,2,0.1
6.3,395.6586243,464.0306681,1,2,0.1
6.4,375.114786,413.1846981,1,2,0.1
6.5,384.2990052,372.6060009,1,2,0.1
6.6,411.6508769,340.6295111,1,2,0.1
6.7,462.5540939,333.1191662,1,2,0.1
6.8,529.0293907,334.6628203,1,2,0.1
6.9,574.3572594,324.836022,1,2,0.1
7,593.4826364,315.7405483,1,2,0.1
7.1,590.7156863,296.1347718,1,2,0.1
7.2,615.475,298.3237857,1,2,0.1
7.3,632.7454545,333.8420683,1,2,0.1
7.4,709.4166667,374.6876174,1,2,0.1
7.5,914,NA,1,2,0.1
7.6,NA,NA,1,2,0.1
7.7,NA,NA,1,2,0.1
7.8,NA,NA,1,2,0.1
7.9,NA,NA,1,2,0.1
8,NA,NA,1,2,0.1
8.1,NA,NA,1,2,0.1
8.2,NA,NA,1,2,0.1
8.3,NA,NA,1,2,0.1
8.4,NA,NA,1,2,0.1
8.5,NA,NA,1,2,0.1
8.6,NA,NA,1,2,0.1
8.7,NA,NA,1,2,0.1
8.8,NA,NA,1,2,0.1
8.9,NA,NA,1,2,0.1
9,NA,NA,1,2,0.1
9.1,NA,NA,1,2,0.1
9.2,NA,NA,1,2,0.1
9.3,NA,NA,1,2,0.1
9.4,NA,NA,1,2,0.1
9.5,NA,NA,1,2,0.1
9.6,NA,NA,1,2,0.1
9.7,NA,NA,1,2,0.1
9.8,NA,NA,1,2,0.1
9.9,NA,NA,1,2,0.1
10,NA,NA,1,2,0.1
1,NA,NA,1,2,0.5
1.1,NA,NA,1,2,0.5
1.2,0,NA,1,2,0.5
1.3,0,NA,1,2,0.5
1.4,0,0,1,2,0.5
1.5,0,0,1,2,0.5
1.6,0,0,1,2,0.5
1.7,0,0,1,2,0.5
1.8,0,0,1,2,0.5
1.9,0,0,1,2,0.5
2,68,280.3711825,1,2,0.5
2.1,0.379310345,1.146852622,1,2,0.5
2.2,7.21875,27.90390697,1,2,0.5
2.3,40.25,140.8665431,1,2,0.5
2.4,17.71666667,90.76419283,1,2,0.5
2.5,34.21111111,144.2446809,1,2,0.5
2.6,30.1440678,113.1457932,1,2,0.5
2.7,9.487804878,80.30184527,1,2,0.5
2.8,10.69230769,94.53269599,1,2,0.5
2.9,14.172,104.3929787,1,2,0.5
3,13.26923077,96.78509492,1,2,0.5
3.1,23.82191781,124.8014635,1,2,0.5
3.2,45.71455939,177.6585419,1,2,0.5
3.3,62.77777778,221.6156434,1,2,0.5
3.4,109.0976514,301.9872122,1,2,0.5
3.5,147.9502538,352.5019324,1,2,0.5
3.6,159.7400319,336.074493,1,2,0.5
3.7,180.8727811,339.9139266,1,2,0.5
3.8,193.4599719,343.9645176,1,2,0.5
3.9,200.1482966,362.4977366,1,2,0.5
4,202.5539519,344.7783806,1,2,0.5
4.1,185.8051852,336.8021041,1,2,0.5
4.2,154.9563145,309.1304392,1,2,0.5
4.3,151.7727273,339.1443769,1,2,0.5
4.4,131.710443,343.0068939,1,2,0.5
4.5,134.4474063,404.2941165,1,2,0.5
4.6,167.3417052,460.3383521,1,2,0.5
4.7,248.6702182,597.2756685,1,2,0.5
4.8,247.6187576,563.0826251,1,2,0.5
4.9,321.9598482,686.2772936,1,2,0.5
5,393.927162,734.5150004,1,2,0.5
5.1,429.8591927,748.1408461,1,2,0.5
5.2,484.3055597,776.6579838,1,2,0.5
5.3,557.7938792,795.8054906,1,2,0.5
5.4,604.5023508,786.3482805,1,2,0.5
5.5,659.6611222,792.5201568,1,2,0.5
5.6,702.5582366,779.9261086,1,2,0.5
5.7,720.6384873,752.9493771,1,2,0.5
5.8,742.4545847,739.4849401,1,2,0.5
5.9,728.8448536,704.5610981,1,2,0.5
6,722.3550051,678.137599,1,2,0.5
6.1,707.2101432,639.5348793,1,2,0.5
6.2,681.1838043,606.0925945,1,2,0.5
6.3,653.9801985,566.421088,1,2,0.5
6.4,627.1728296,520.3295383,1,2,0.5
6.5,609.8739198,472.6665464,1,2,0.5
6.6,611.716635,431.103561,1,2,0.5
6.7,641.7349756,393.4105204,1,2,0.5
6.8,677.2292967,360.4598545,1,2,0.5
6.9,723.9429429,358.4706014,1,2,0.5
7,711.382263,343.8391389,1,2,0.5
7.1,778.979798,341.061368,1,2,0.5
7.2,745.7647059,388.3808584,1,2,0.5
7.3,709.4,379.195596,1,2,0.5
7.4,NA,NA,1,2,0.5
7.5,NA,NA,1,2,0.5
7.6,NA,NA,1,2,0.5
7.7,NA,NA,1,2,0.5
7.8,NA,NA,1,2,0.5
7.9,NA,NA,1,2,0.5
8,NA,NA,1,2,0.5
8.1,NA,NA,1,2,0.5
8.2,NA,NA,1,2,0.5
8.3,NA,NA,1,2,0.5
8.4,NA,NA,1,2,0.5
8.5,NA,NA,1,2,0.5
8.6,NA,NA,1,2,0.5
8.7,NA,NA,1,2,0.5
8.8,NA,NA,1,2,0.5
8.9,NA,NA,1,2,0.5
9,NA,NA,1,2,0.5
9.1,NA,NA,1,2,0.5
9.2,NA,NA,1,2,0.5
9.3,NA,NA,1,2,0.5
9.4,NA,NA,1,2,0.5
9.5,NA,NA,1,2,0.5
9.6,NA,NA,1,2,0.5
9.7,NA,NA,1,2,0.5
9.8,NA,NA,1,2,0.5
9.9,NA,NA,1,2,0.5
10,NA,NA,1,2,0.5
1,NA,NA,1,2,1
1.1,0,NA,1,2,1
1.2,NA,NA,1,2,1
1.3,0,NA,1,2,1
1.4,0,NA,1,2,1
1.5,0,0,1,2,1
1.6,0.333333333,0.577350269,1,2,1
1.7,0,0,1,2,1
1.8,0,0,1,2,1
1.9,0.071428571,0.267261242,1,2,1
2,0.052631579,0.229415734,1,2,1
2.1,21.15789474,91.50000799,1,2,1
2.2,7.58974359,47.39793353,1,2,1
2.3,5.684210526,18.99517046,1,2,1
2.4,12.29850746,65.35196432,1,2,1
2.5,3.475,18.08977262,1,2,1
2.6,1.23655914,4.950621062,1,2,1
2.7,10.43165468,60.40396023,1,2,1
2.8,15.54787234,89.82742126,1,2,1
2.9,11.57142857,72.97512106,1,2,1
3,7.069444444,57.52722764,1,2,1
3.1,14.28967254,88.99471792,1,2,1
3.2,18.53891051,106.3145295,1,2,1
3.3,35.44462025,138.4337568,1,2,1
3.4,48.60234681,172.5366791,1,2,1
3.5,57.18742586,194.3745814,1,2,1
3.6,63.07380738,172.2369778,1,2,1
3.7,99.78985507,251.3100088,1,2,1
3.8,125.3652108,255.988534,1,2,1
3.9,148.0071994,299.77729,1,2,1
4,171.5085441,302.4081342,1,2,1
4.1,175.0660131,327.4536321,1,2,1
4.2,188.7465181,332.9154916,1,2,1
4.3,177.1372126,360.8000245,1,2,1
4.4,172.5214815,405.5485106,1,2,1
4.5,171.5771905,466.4879166,1,2,1
4.6,207.3368552,556.6140448,1,2,1
4.7,224.136226,579.6220161,1,2,1
4.8,264.8007679,645.5599441,1,2,1
4.9,295.9907614,678.3937335,1,2,1
5,350.6859007,723.9427209,1,2,1
5.1,437.0102362,795.7901013,1,2,1
5.2,481.8213117,804.2419201,1,2,1
5.3,525.6279295,815.1764835,1,2,1
5.4,585.3223835,827.694481,1,2,1
5.5,665.3693618,832.3313826,1,2,1
5.6,694.0522949,813.2179562,1,2,1
5.7,729.292129,792.2564144,1,2,1
5.8,748.1541169,768.0770223,1,2,1
5.9,749.1432705,733.9757026,1,2,1
6,749.0020623,704.0515165,1,2,1
6.1,737.3306129,670.0856754,1,2,1
6.2,718.5896485,637.3316207,1,2,1
6.3,691.0081963,596.7619757,1,2,1
6.4,660.1487007,544.9788149,1,2,1
6.5,645.0333949,493.4214933,1,2,1
6.6,650.0645279,458.8687541,1,2,1
6.7,672.3861638,425.5120759,1,2,1
6.8,733.7059685,415.8336721,1,2,1
6.9,770.7998386,402.9760156,1,2,1
7,778.2992327,368.9623356,1,2,1
7.1,820.6756757,348.5947937,1,2,1
7.2,819.3214286,399.9051789,1,2,1
7.3,576.75,267.4582744,1,2,1
7.4,NA,NA,1,2,1
7.5,NA,NA,1,2,1
7.6,NA,NA,1,2,1
7.7,NA,NA,1,2,1
7.8,NA,NA,1,2,1
7.9,NA,NA,1,2,1
8,NA,NA,1,2,1
8.1,NA,NA,1,2,1
8.2,NA,NA,1,2,1
8.3,NA,NA,1,2,1
8.4,NA,NA,1,2,1
8.5,NA,NA,1,2,1
8.6,NA,NA,1,2,1
8.7,NA,NA,1,2,1
8.8,NA,NA,1,2,1
8.9,NA,NA,1,2,1
9,NA,NA,1,2,1
9.1,NA,NA,1,2,1
9.2,NA,NA,1,2,1
9.3,NA,NA,1,2,1
9.4,NA,NA,1,2,1
9.5,NA,NA,1,2,1
9.6,NA,NA,1,2,1
9.7,NA,NA,1,2,1
9.8,NA,NA,1,2,1
9.9,NA,NA,1,2,1
10,NA,NA,1,2,1
1,NA,NA,0,5,0.1
1.1,NA,NA,0,5,0.1
1.2,NA,NA,0,5,0.1
1.3,0,0,0,5,0.1
1.4,0,0,0,5,0.1
1.5,0,0,0,5,0.1
1.6,0,0,0,5,0.1
1.7,0,0,0,5,0.1
1.8,0.142857143,0.377964473,0,5,0.1
1.9,0,0,0,5,0.1
2,0.157894737,0.374634325,0,5,0.1
2.1,0.03125,0.176776695,0,5,0.1
2.2,0.303030303,0.529436522,0,5,0.1
2.3,0.240740741,0.511571208,0,5,0.1
2.4,0.304347826,0.576611497,0,5,0.1
2.5,0.517647059,0.810816236,0,5,0.1
2.6,0.58490566,0.779107237,0,5,0.1
2.7,1.029850746,0.972867234,0,5,0.1
2.8,1.187165775,1.122710808,0,5,0.1
2.9,1.921708185,1.625991544,0,5,0.1
3,2.394039735,1.727353969,0,5,0.1
3.1,3.672289157,2.258334711,0,5,0.1
3.2,4.779599271,2.836908565,0,5,0.1
3.3,6.868878357,3.5257006,0,5,0.1
3.4,9.089473684,4.455890653,0,5,0.1
3.5,12.54849138,5.621638911,0,5,0.1
3.6,16.80893043,6.870259144,0,5,0.1
3.7,22.67504188,8.760189433,0,5,0.1
3.8,30.37174428,10.8757854,0,5,0.1
3.9,40.50113895,14.41116927,0,5,0.1
4,53.75163399,18.50237765,0,5,0.1
4.1,75.06362468,27.01199806,0,5,0.1
4.2,102.8470588,36.31288054,0,5,0.1
4.3,147.2667338,56.37835532,0,5,0.1
4.4,215.1488162,87.60832836,0,5,0.1
4.5,328.4663764,142.7277037,0,5,0.1
4.6,574.0724756,300.3304311,0,5,0.1
4.7,1263.141023,692.1647296,0,5,0.1
4.8,1799.680481,702.4814916,0,5,0.1
4.9,2046.621491,668.8032367,0,5,0.1
5,1876.455462,627.3841033,0,5,0.1
5.1,1388.455621,419.900355,0,5,0.1
5.2,1026.8,145.6475197,0,5,0.1
5.3,NA,NA,0,5,0.1
5.4,NA,NA,0,5,0.1
5.5,NA,NA,0,5,0.1
5.6,NA,NA,0,5,0.1
5.7,NA,NA,0,5,0.1
5.8,NA,NA,0,5,0.1
5.9,NA,NA,0,5,0.1
6,NA,NA,0,5,0.1
6.1,NA,NA,0,5,0.1
6.2,NA,NA,0,5,0.1
6.3,NA,NA,0,5,0.1
6.4,NA,NA,0,5,0.1
6.5,NA,NA,0,5,0.1
6.6,NA,NA,0,5,0.1
6.7,NA,NA,0,5,0.1
6.8,NA,NA,0,5,0.1
6.9,NA,NA,0,5,0.1
7,NA,NA,0,5,0.1
7.1,NA,NA,0,5,0.1
7.2,NA,NA,0,5,0.1
7.3,NA,NA,0,5,0.1
7.4,NA,NA,0,5,0.1
7.5,NA,NA,0,5,0.1
7.6,NA,NA,0,5,0.1
7.7,NA,NA,0,5,0.1
7.8,NA,NA,0,5,0.1
7.9,NA,NA,0,5,0.1
8,NA,NA,0,5,0.1
8.1,NA,NA,0,5,0.1
8.2,NA,NA,0,5,0.1
8.3,NA,NA,0,5,0.1
8.4,NA,NA,0,5,0.1
8.5,NA,NA,0,5,0.1
8.6,NA,NA,0,5,0.1
8.7,NA,NA,0,5,0.1
8.8,NA,NA,0,5,0.1
8.9,NA,NA,0,5,0.1
9,NA,NA,0,5,0.1
9.1,NA,NA,0,5,0.1
9.2,NA,NA,0,5,0.1
9.3,NA,NA,0,5,0.1
9.4,NA,NA,0,5,0.1
9.5,NA,NA,0,5,0.1
9.6,NA,NA,0,5,0.1
9.7,NA,NA,0,5,0.1
9.8,NA,NA,0,5,0.1
9.9,NA,NA,0,5,0.1
10,NA,NA,0,5,0.1
1,NA,NA,0,5,0.5
1.1,NA,NA,0,5,0.5
1.2,NA,NA,0,5,0.5
1.3,0,0,0,5,0.5
1.4,0,0,0,5,0.5
1.5,0,0,0,5,0.5
1.6,0,0,0,5,0.5
1.7,0,0,0,5,0.5
1.8,0,0,0,5,0.5
1.9,0,0,0,5,0.5
2,0.192307692,0.401918476,0,5,0.5
2.1,0.166666667,0.383482494,0,5,0.5
2.2,0.418604651,0.626120258,0,5,0.5
2.3,0.385964912,0.674917613,0,5,0.5
2.4,0.382352941,0.573791053,0,5,0.5
2.5,0.8125,0.929049467,0,5,0.5
2.6,1.00990099,1.072334365,0,5,0.5
2.7,1.654676259,1.726654763,0,5,0.5
2.8,2.081871345,1.947628726,0,5,0.5
2.9,3.065843621,1.963453803,0,5,0.5
3,4.076923077,2.6113198,0,5,0.5
3.1,5.783216783,3.155191228,0,5,0.5
3.2,7.464150943,3.74918236,0,5,0.5
3.3,10.00161551,4.658742414,0,5,0.5
3.4,13.56423841,5.939754395,0,5,0.5
3.5,18.27919911,6.952505198,0,5,0.5
3.6,24.11601643,8.675602235,0,5,0.5
3.7,32.53565062,10.60342942,0,5,0.5
3.8,42.49715678,13.41573339,0,5,0.5
3.9,57.827051,17.54169863,0,5,0.5
4,75.66131285,23.25790048,0,5,0.5
4.1,99.56934307,31.11114404,0,5,0.5
4.2,139.2705234,46.30557493,0,5,0.5
4.3,195.4445952,68.37520906,0,5,0.5
4.4,282.0123128,101.1876488,0,5,0.5
4.5,419.8141878,154.0538069,0,5,0.5
4.6,658.1871305,246.0926377,0,5,0.5
4.7,1118.72876,439.2263312,0,5,0.5
4.8,1743.893673,583.6484374,0,5,0.5
4.9,2204.89615,657.7166473,0,5,0.5
5,2446.025616,748.0845346,0,5,0.5
5.1,2459.075774,912.1894208,0,5,0.5
5.2,2084.611111,1153.274197,0,5,0.5
5.3,2259,NA,0,5,0.5
5.4,NA,NA,0,5,0.5
5.5,NA,NA,0,5,0.5
5.6,NA,NA,0,5,0.5
5.7,NA,NA,0,5,0.5
5.8,NA,NA,0,5,0.5
5.9,NA,NA,0,5,0.5
6,NA,NA,0,5,0.5
6.1,NA,NA,0,5,0.5
6.2,NA,NA,0,5,0.5
6.3,NA,NA,0,5,0.5
6.4,NA,NA,0,5,0.5
6.5,NA,NA,0,5,0.5
6.6,NA,NA,0,5,0.5
6.7,NA,NA,0,5,0.5
6.8,NA,NA,0,5,0.5
6.9,NA,NA,0,5,0.5
7,NA,NA,0,5,0.5
7.1,NA,NA,0,5,0.5
7.2,NA,NA,0,5,0.5
7.3,NA,NA,0,5,0.5
7.4,NA,NA,0,5,0.5
