rounded_patch,mean_visit,sd_visit,sociality,density,interference
7.5,NA,NA,0,5,0.5
7.6,NA,NA,0,5,0.5
7.7,NA,NA,0,5,0.5
7.8,NA,NA,0,5,0.5
7.9,NA,NA,0,5,0.5
8,NA,NA,0,5,0.5
8.1,NA,NA,0,5,0.5
8.2,NA,NA,0,5,0.5
8.3,NA,NA,0,5,0.5
8.4,NA,NA,0,5,0.5
8.5,NA,NA,0,5,0.5
8.6,NA,NA,0,5,0.5
8.7,NA,NA,0,5,0.5
8.8,NA,NA,0,5,0.5
8.9,NA,NA,0,5,0.5
9,NA,NA,0,5,0.5
9.1,NA,NA,0,5,0.5
9.2,NA,NA,0,5,0.5
9.3,NA,NA,0,5,0.5
9.4,NA,NA,0,5,0.5
9.5,NA,NA,0,5,0.5
9.6,NA,NA,0,5,0.5
9.7,NA,NA,0,5,0.5
9.8,NA,NA,0,5,0.5
9.9,NA,NA,0,5,0.5
10,NA,NA,0,5,0.5
1,NA,NA,0,5,1
1.1,NA,NA,0,5,1
1.2,NA,NA,0,5,1
1.3,0,0,0,5,1
1.4,0,0,0,5,1
1.5,0,0,0,5,1
1.6,0,0,0,5,1
1.7,0,0,0,5,1
1.8,0,0,0,5,1
1.9,0.076923077,0.277350098,0,5,1
2,0.173913043,0.387553388,0,5,1
2.1,0.264705882,0.665551652,0,5,1
2.2,0.310344828,0.660273119,0,5,1
2.3,0.5,0.707106781,0,5,1
2.4,0.656716418,0.749792674,0,5,1
2.5,1.108433735,1.297389952,0,5,1
2.6,1.105769231,1.060484129,0,5,1
2.7,1.690140845,1.415131493,0,5,1
2.8,2.353535354,1.772967522,0,5,1
2.9,3.269372694,2.164816127,0,5,1
3,4.2823219,2.555620198,0,5,1
3.1,6.087470449,3.368998471,0,5,1
3.2,8.119217082,3.983256502,0,5,1
3.3,10.81804044,4.88141474,0,5,1
3.4,14.56596306,6.088536758,0,5,1
3.5,18.72737069,7.475239587,0,5,1
3.6,25.4371134,9.626388306,0,5,1
3.7,34,12.36895852,0,5,1
3.8,44.57585139,15.68245025,0,5,1
3.9,58.51544838,18.5896676,0,5,1
4,78.00943396,24.78182436,0,5,1
4.1,103.5812655,34.27444602,0,5,1
4.2,143.8271468,53.13521883,0,5,1
4.3,202.5629695,72.36592462,0,5,1
4.4,292.6845902,109.3770047,0,5,1
4.5,444.9251515,174.7948436,0,5,1
4.6,715.1522553,302.0556153,0,5,1
4.7,1230.647372,522.6707347,0,5,1
4.8,1768.827151,618.5225044,0,5,1
4.9,2174.221812,650.0072946,0,5,1
5,2459.255485,733.6978585,0,5,1
5.1,2472.830923,945.6194769,0,5,1
5.2,1692.984127,457.6998415,0,5,1
5.3,1637,197.5499937,0,5,1
5.4,NA,NA,0,5,1
5.5,NA,NA,0,5,1
5.6,NA,NA,0,5,1
5.7,NA,NA,0,5,1
5.8,NA,NA,0,5,1
5.9,NA,NA,0,5,1
6,NA,NA,0,5,1
6.1,NA,NA,0,5,1
6.2,NA,NA,0,5,1
6.3,NA,NA,0,5,1
6.4,NA,NA,0,5,1
6.5,NA,NA,0,5,1
6.6,NA,NA,0,5,1
6.7,NA,NA,0,5,1
6.8,NA,NA,0,5,1
6.9,NA,NA,0,5,1
7,NA,NA,0,5,1
7.1,NA,NA,0,5,1
7.2,NA,NA,0,5,1
7.3,NA,NA,0,5,1
7.4,NA,NA,0,5,1
7.5,NA,NA,0,5,1
7.6,NA,NA,0,5,1
7.7,NA,NA,0,5,1
7.8,NA,NA,0,5,1
7.9,NA,NA,0,5,1
8,NA,NA,0,5,1
8.1,NA,NA,0,5,1
8.2,NA,NA,0,5,1
8.3,NA,NA,0,5,1
8.4,NA,NA,0,5,1
8.5,NA,NA,0,5,1
8.6,NA,NA,0,5,1
8.7,NA,NA,0,5,1
8.8,NA,NA,0,5,1
8.9,NA,NA,0,5,1
9,NA,NA,0,5,1
9.1,NA,NA,0,5,1
9.2,NA,NA,0,5,1
9.3,NA,NA,0,5,1
9.4,NA,NA,0,5,1
9.5,NA,NA,0,5,1
9.6,NA,NA,0,5,1
9.7,NA,NA,0,5,1
9.8,NA,NA,0,5,1
9.9,NA,NA,0,5,1
10,NA,NA,0,5,1
1,NA,NA,0.5,5,0.1
1.1,NA,NA,0.5,5,0.1
1.2,NA,NA,0.5,5,0.1
1.3,NA,NA,0.5,5,0.1
1.4,0,0,0.5,5,0.1
1.5,0,0,0.5,5,0.1
1.6,0,0,0.5,5,0.1
1.7,0.583333333,2.020725942,0.5,5,0.1
1.8,0.111111111,0.333333333,0.5,5,0.1
1.9,0.923076923,2.782730627,0.5,5,0.1
2,0.625,2.028957039,0.5,5,0.1
2.1,0.055555556,0.23570226,0.5,5,0.1
2.2,21.93333333,100.5453863,0.5,5,0.1
2.3,52.39534884,198.2917691,0.5,5,0.1
2.4,47,183.1882001,0.5,5,0.1
2.5,88.82278481,340.3272844,0.5,5,0.1
2.6,50.07142857,300.5981039,0.5,5,0.1
2.7,108.1446541,334.5023478,0.5,5,0.1
2.8,256.5228426,844.7065761,0.5,5,0.1
2.9,262.1138462,916.7671776,0.5,5,0.1
3,270.6480938,837.0611471,0.5,5,0.1
3.1,291.4878957,822.9992521,0.5,5,0.1
3.2,257.9936809,732.1933453,0.5,5,0.1
3.3,282.457485,755.4793016,0.5,5,0.1
3.4,449.5707721,981.9314128,0.5,5,0.1
3.5,471.8679537,985.1289987,0.5,5,0.1
3.6,608.4260635,1069.083136,0.5,5,0.1
3.7,672.4895647,1077.446463,0.5,5,0.1
3.8,859.2612745,1191.04958,0.5,5,0.1
3.9,1114.916865,1255.37169,0.5,5,0.1
4,1422.580697,1326.190315,0.5,5,0.1
4.1,1607.798762,1271.45677,0.5,5,0.1
4.2,1782.929476,1166.551609,0.5,5,0.1
4.3,1878.460927,1089.456156,0.5,5,0.1
4.4,1899.648472,1009.989903,0.5,5,0.1
4.5,1870.105,952.9609936,0.5,5,0.1
4.6,1843.135976,907.7942043,0.5,5,0.1
4.7,1783.962869,861.2327177,0.5,5,0.1
4.8,1735.095664,829.5530702,0.5,5,0.1
4.9,1663.863341,805.1020702,0.5,5,0.1
5,1601.923016,780.6035539,0.5,5,0.1
5.1,1529.277619,754.0342477,0.5,5,0.1
5.2,1449.182817,737.0760535,0.5,5,0.1
5.3,1362.778927,710.496762,0.5,5,0.1
5.4,1288.411928,686.426404,0.5,5,0.1
5.5,1211.964734,648.0542795,0.5,5,0.1
5.6,1145.31609,594.892064,0.5,5,0.1
5.7,1117.169866,543.4753918,0.5,5,0.1
5.8,1076.415362,495.4290042,0.5,5,0.1
5.9,1082.521327,446.1855416,0.5,5,0.1
6,1062.911392,408.5326209,0.5,5,0.1
6.1,999.2222222,278.4752133,0.5,5,0.1
6.2,797.5,402.3437585,0.5,5,0.1
6.3,NA,NA,0.5,5,0.1
6.4,NA,NA,0.5,5,0.1
6.5,NA,NA,0.5,5,0.1
6.6,NA,NA,0.5,5,0.1
6.7,NA,NA,0.5,5,0.1
6.8,NA,NA,0.5,5,0.1
6.9,NA,NA,0.5,5,0.1
7,NA,NA,0.5,5,0.1
7.1,NA,NA,0.5,5,0.1
7.2,NA,NA,0.5,5,0.1
7.3,NA,NA,0.5,5,0.1
7.4,NA,NA,0.5,5,0.1
7.5,NA,NA,0.5,5,0.1
7.6,NA,NA,0.5,5,0.1
7.7,NA,NA,0.5,5,0.1
7.8,NA,NA,0.5,5,0.1
7.9,NA,NA,0.5,5,0.1
8,NA,NA,0.5,5,0.1
8.1,NA,NA,0.5,5,0.1
8.2,NA,NA,0.5,5,0.1
8.3,NA,NA,0.5,5,0.1
8.4,NA,NA,0.5,5,0.1
8.5,NA,NA,0.5,5,0.1
8.6,NA,NA,0.5,5,0.1
8.7,NA,NA,0.5,5,0.1
8.8,NA,NA,0.5,5,0.1
8.9,NA,NA,0.5,5,0.1
9,NA,NA,0.5,5,0.1
9.1,NA,NA,0.5,5,0.1
9.2,NA,NA,0.5,5,0.1
9.3,NA,NA,0.5,5,0.1
9.4,NA,NA,0.5,5,0.1
9.5,NA,NA,0.5,5,0.1
9.6,NA,NA,0.5,5,0.1
9.7,NA,NA,0.5,5,0.1
9.8,NA,NA,0.5,5,0.1
9.9,NA,NA,0.5,5,0.1
10,NA,NA,0.5,5,0.1
1,0,NA,0.5,5,0.5
1.1,NA,NA,0.5,5,0.5
1.2,NA,NA,0.5,5,0.5
1.3,NA,NA,0.5,5,0.5
1.4,4,6.92820323,0.5,5,0.5
1.5,0.25,0.5,0.5,5,0.5
1.6,0.8,1.788854382,0.5,5,0.5
1.7,3,6.697547526,0.5,5,0.5
1.8,15.44444444,31.96916918,0.5,5,0.5
1.9,1.0625,2.379600807,0.5,5,0.5
2,2.428571429,11.1291124,0.5,5,0.5
2.1,7.391304348,12.86905778,0.5,5,0.5
2.2,10.275,44.15008639,0.5,5,0.5
2.3,11.02857143,42.16976437,0.5,5,0.5
2.4,10.29032258,33.72277875,0.5,5,0.5
2.5,36.43298969,135.0784423,0.5,5,0.5
2.6,48.16923077,160.8994649,0.5,5,0.5
2.7,65.1862069,207.1173173,0.5,5,0.5
2.8,32.8358209,109.314994,0.5,5,0.5
2.9,83.01365188,241.1340213,0.5,5,0.5
3,122.8807786,328.9528959,0.5,5,0.5
3.1,197.9723757,591.5758188,0.5,5,0.5
3.2,237.025641,588.9696188,0.5,5,0.5
3.3,278.0161476,614.6544268,0.5,5,0.5
3.4,321.8324176,679.377716,0.5,5,0.5
3.5,375.5675472,716.0253012,0.5,5,0.5
3.6,444.9445585,812.4264867,0.5,5,0.5
3.7,534.6412911,926.8213722,0.5,5,0.5
3.8,617.2569444,982.8612721,0.5,5,0.5
3.9,824.6685111,1125.831622,0.5,5,0.5
4,1130.890677,1258.340953,0.5,5,0.5
4.1,1320.792479,1261.590289,0.5,5,0.5
4.2,1616.824804,1227.801006,0.5,5,0.5
4.3,1752.411458,1159.898468,0.5,5,0.5
4.4,1823.918531,1071.654059,0.5,5,0.5
4.5,1861.184506,1022.039252,0.5,5,0.5
4.6,1871.855862,971.7482707,0.5,5,0.5
4.7,1858.114474,934.0569959,0.5,5,0.5
4.8,1824.270593,898.8176029,0.5,5,0.5
4.9,1783.02304,872.273388,0.5,5,0.5
5,1740.756514,848.7931487,0.5,5,0.5
5.1,1687.859318,829.2622129,0.5,5,0.5
5.2,1604.63058,799.9300757,0.5,5,0.5
5.3,1536.94779,768.9730799,0.5,5,0.5
5.4,1456.094239,738.7258987,0.5,5,0.5
5.5,1397.308048,718.2181024,0.5,5,0.5
5.6,1323.005283,669.6330476,0.5,5,0.5
5.7,1276.327169,624.4956321,0.5,5,0.5
5.8,1250.412523,585.1405569,0.5,5,0.5
5.9,1185.449937,553.68099,0.5,5,0.5
6,1107.902128,458.043343,0.5,5,0.5
6.1,1021.471698,314.9075935,0.5,5,0.5
6.2,831.7142857,195.1210857,0.5,5,0.5
6.3,834,NA,0.5,5,0.5
6.4,NA,NA,0.5,5,0.5
6.5,NA,NA,0.5,5,0.5
6.6,NA,NA,0.5,5,0.5
6.7,NA,NA,0.5,5,0.5
6.8,NA,NA,0.5,5,0.5
6.9,NA,NA,0.5,5,0.5
7,NA,NA,0.5,5,0.5
7.1,NA,NA,0.5,5,0.5
7.2,NA,NA,0.5,5,0.5
7.3,NA,NA,0.5,5,0.5
7.4,NA,NA,0.5,5,0.5
7.5,NA,NA,0.5,5,0.5
7.6,NA,NA,0.5,5,0.5
7.7,NA,NA,0.5,5,0.5
7.8,NA,NA,0.5,5,0.5
7.9,NA,NA,0.5,5,0.5
8,NA,NA,0.5,5,0.5
8.1,NA,NA,0.5,5,0.5
8.2,NA,NA,0.5,5,0.5
8.3,NA,NA,0.5,5,0.5
8.4,NA,NA,0.5,5,0.5
8.5,NA,NA,0.5,5,0.5
8.6,NA,NA,0.5,5,0.5
8.7,NA,NA,0.5,5,0.5
8.8,NA,NA,0.5,5,0.5
8.9,NA,NA,0.5,5,0.5
9,NA,NA,0.5,5,0.5
9.1,NA,NA,0.5,5,0.5
9.2,NA,NA,0.5,5,0.5
9.3,NA,NA,0.5,5,0.5
9.4,NA,NA,0.5,5,0.5
9.5,NA,NA,0.5,5,0.5
9.6,NA,NA,0.5,5,0.5
9.7,NA,NA,0.5,5,0.5
9.8,NA,NA,0.5,5,0.5
9.9,NA,NA,0.5,5,0.5
10,NA,NA,0.5,5,0.5
1,NA,NA,0.5,5,1
1.1,NA,NA,0.5,5,1
1.2,0,NA,0.5,5,1
1.3,NA,NA,0.5,5,1
1.4,0,0,0.5,5,1
1.5,0.25,0.5,0.5,5,1
1.6,0,0,0.5,5,1
1.7,0.090909091,0.301511345,0.5,5,1
1.8,0.1,0.316227766,0.5,5,1
1.9,0.583333333,2.020725942,0.5,5,1
2,2.666666667,6.413527371,0.5,5,1
2.1,2,4.752192476,0.5,5,1
2.2,4.318181818,8.479174837,0.5,5,1
2.3,4,12.63227882,0.5,5,1
2.4,17.21666667,40.93156408,0.5,5,1
2.5,10.74747475,27.74017327,0.5,5,1
2.6,7.173469388,25.60928694,0.5,5,1
2.7,24.06081081,71.50226925,0.5,5,1
2.8,36.04433498,85.16218078,0.5,5,1
2.9,43.54333333,138.1168672,0.5,5,1
3,56.08333333,124.6449928,0.5,5,1
3.1,84.32371134,176.9280926,0.5,5,1
3.2,110.7917305,222.9283417,0.5,5,1
3.3,144.2575758,245.4262358,0.5,5,1
3.4,173.7235169,269.1245082,0.5,5,1
3.5,217.4324786,396.2763649,0.5,5,1
3.6,337.9873773,613.980507,0.5,5,1
3.7,396.454488,685.8710018,0.5,5,1
3.8,541.3346501,850.9104794,0.5,5,1
3.9,673.6819326,957.3444507,0.5,5,1
4,844.7152642,1070.571767,0.5,5,1
4.1,1129.077038,1183.990008,0.5,5,1
4.2,1424.720129,1198.856185,0.5,5,1
4.3,1606.322069,1159.352277,0.5,5,1
4.4,1769.086022,1102.043606,0.5,5,1
4.5,1835.765917,1039.612952,0.5,5,1
4.6,1860.813799,992.2040028,0.5,5,1
4.7,1853.377548,946.8040859,0.5,5,1
4.8,1847.821352,909.0820395,0.5,5,1
4.9,1820.726906,880.0593549,0.5,5,1
5,1772.101496,838.7833215,0.5,5,1
5.1,1732.313974,807.4643464,0.5,5,1
5.2,1683.221532,784.4934729,0.5,5,1
5.3,1604.522318,759.2385817,0.5,5,1
5.4,1537.060752,723.851731,0.5,5,1
5.5,1468.523044,700.9860087,0.5,5,1
5.6,1413.453634,658.8567403,0.5,5,1
5.7,1354.333724,601.5882376,0.5,5,1
5.8,1347.936202,545.4537245,0.5,5,1
5.9,1322.839024,534.4001387,0.5,5,1
6,1276.245283,495.1625182,0.5,5,1
6.1,1095.933333,341.1259647,0.5,5,1
6.2,1195,NA,0.5,5,1
6.3,1107,NA,0.5,5,1
6.4,NA,NA,0.5,5,1
6.5,NA,NA,0.5,5,1
6.6,NA,NA,0.5,5,1
6.7,NA,NA,0.5,5,1
6.8,NA,NA,0.5,5,1
6.9,NA,NA,0.5,5,1
7,NA,NA,0.5,5,1
7.1,NA,NA,0.5,5,1
7.2,NA,NA,0.5,5,1
7.3,NA,NA,0.5,5,1
7.4,NA,NA,0.5,5,1
7.5,NA,NA,0.5,5,1
7.6,NA,NA,0.5,5,1
7.7,NA,NA,0.5,5,1
7.8,NA,NA,0.5,5,1
7.9,NA,NA,0.5,5,1
8,NA,NA,0.5,5,1
8.1,NA,NA,0.5,5,1
8.2,NA,NA,0.5,5,1
8.3,NA,NA,0.5,5,1
8.4,NA,NA,0.5,5,1
8.5,NA,NA,0.5,5,1
8.6,NA,NA,0.5,5,1
8.7,NA,NA,0.5,5,1
8.8,NA,NA,0.5,5,1
8.9,NA,NA,0.5,5,1
9,NA,NA,0.5,5,1
9.1,NA,NA,0.5,5,1
9.2,NA,NA,0.5,5,1
9.3,NA,NA,0.5,5,1
9.4,NA,NA,0.5,5,1
9.5,NA,NA,0.5,5,1
9.6,NA,NA,0.5,5,1
9.7,NA,NA,0.5,5,1
9.8,NA,NA,0.5,5,1
9.9,NA,NA,0.5,5,1
10,NA,NA,0.5,5,1
1,0,NA,1,5,0.1
1.1,0,NA,1,5,0.1
1.2,0,NA,1,5,0.1
1.3,0,0,1,5,0.1
1.4,NA,NA,1,5,0.1
1.5,400,497.9852742,1,5,0.1
1.6,406.3333333,696.8732549,1,5,0.1
1.7,134.1333333,299.6271175,1,5,0.1
1.8,331.2777778,501.7434082,1,5,0.1
1.9,124.95,304.7660837,1,5,0.1
2,130.2962963,283.5004836,1,5,0.1
2.1,145.6190476,262.743121,1,5,0.1
2.2,86.19354839,263.2211262,1,5,0.1
2.3,159.8548387,372.9917525,1,5,0.1
2.4,423.9066667,718.8427294,1,5,0.1
2.5,457.0140845,694.4889849,1,5,0.1
2.6,426.6528497,618.1792053,1,5,0.1
2.7,481.8446215,646.5639487,1,5,0.1
2.8,453.726817,583.7274981,1,5,0.1
2.9,450.585086,563.4951291,1,5,0.1
3,512.1808973,599.1320659,1,5,0.1
3.1,491.2823804,592.8380455,1,5,0.1
3.2,501.0584906,596.1601463,1,5,0.1
3.3,515.3763524,636.0266851,1,5,0.1
3.4,571.2063722,773.2584847,1,5,0.1
3.5,655.8968692,891.1449874,1,5,0.1
3.6,759.3525603,1009.870472,1,5,0.1
3.7,931.3738001,1155.232024,1,5,0.1
3.8,1221.812906,1293.188406,1,5,0.1
3.9,1498.036885,1340.238416,1,5,0.1
4,1703.252605,1264.150779,1,5,0.1
4.1,1889.408572,1206.915698,1,5,0.1
4.2,1939.1954,1133.573206,1,5,0.1
4.3,1985.006757,1050.803901,1,5,0.1
4.4,1983.84214,982.9528892,1,5,0.1
4.5,1941.984489,938.6242271,1,5,0.1
4.6,1893.852896,905.4789214,1,5,0.1
4.7,1826.896523,878.7815744,1,5,0.1
4.8,1729.781457,851.2075718,1,5,0.1
4.9,1664.239438,821.8520915,1,5,0.1
5,1572.327385,807.0182401,1,5,0.1
5.1,1485.937682,787.1437524,1,5,0.1
5.2,1392.289204,765.5734577,1,5,0.1
5.3,1297.894553,742.8097079,1,5,0.1
5.4,1215.991294,701.8863633,1,5,0.1
5.5,1145.411106,666.2362798,1,5,0.1
5.6,1090.425125,623.8740975,1,5,0.1
5.7,1053.464441,576.4403342,1,5,0.1
5.8,1038.643199,536.8637986,1,5,0.1
5.9,996.6989091,483.4725022,1,5,0.1
6,939.5854271,438.4046777,1,5,0.1
6.1,845.6455696,374.8799137,1,5,0.1
6.2,860.5333333,409.1442056,1,5,0.1
6.3,598,NA,1,5,0.1
6.4,NA,NA,1,5,0.1
6.5,NA,NA,1,5,0.1
6.6,NA,NA,1,5,0.1
6.7,NA,NA,1,5,0.1
6.8,NA,NA,1,5,0.1
6.9,NA,NA,1,5,0.1
7,NA,NA,1,5,0.1
7.1,NA,NA,1,5,0.1
7.2,NA,NA,1,5,0.1
7.3,NA,NA,1,5,0.1
7.4,NA,NA,1,5,0.1
7.5,NA,NA,1,5,0.1
7.6,NA,NA,1,5,0.1
7.7,NA,NA,1,5,0.1
7.8,NA,NA,1,5,0.1
7.9,NA,NA,1,5,0.1
8,NA,NA,1,5,0.1
8.1,NA,NA,1,5,0.1
8.2,NA,NA,1,5,0.1
8.3,NA,NA,1,5,0.1
8.4,NA,NA,1,5,0.1
8.5,NA,NA,1,5,0.1
8.6,NA,NA,1,5,0.1
8.7,NA,NA,1,5,0.1
8.8,NA,NA,1,5,0.1
8.9,NA,NA,1,5,0.1
9,NA,NA,1,5,0.1
9.1,NA,NA,1,5,0.1
9.2,NA,NA,1,5,0.1
9.3,NA,NA,1,5,0.1
9.4,NA,NA,1,5,0.1
9.5,NA,NA,1,5,0.1
9.6,NA,NA,1,5,0.1
9.7,NA,NA,1,5,0.1
9.8,NA,NA,1,5,0.1
9.9,NA,NA,1,5,0.1
10,NA,NA,1,5,0.1
1,NA,NA,1,5,0.5
1.1,NA,NA,1,5,0.5
1.2,NA,NA,1,5,0.5
1.3,1.666666667,2.886751346,1,5,0.5
1.4,NA,NA,1,5,0.5
1.5,203,386.1890729,1,5,0.5
1.6,0.2,0.447213595,1,5,0.5
1.7,8.571428571,19.00751731,1,5,0.5
1.8,26.23076923,59.02987075,1,5,0.5
1.9,188.75,476.157747,1,5,0.5
2,102.75,353.5988127,1,5,0.5
2.1,188.7857143,358.0630357,1,5,0.5
2.2,206.0263158,500.3857694,1,5,0.5
2.3,231.0961538,482.7412842,1,5,0.5
2.4,270.4027778,597.1228354,1,5,0.5
2.5,203.9224138,525.4820586,1,5,0.5
2.6,187.5921053,487.6353588,1,5,0.5
2.7,402.8838384,734.136657,1,5,0.5
2.8,327.7790262,782.9994046,1,5,0.5
2.9,333.4556355,726.3107836,1,5,0.5
3,457.8465804,953.4567386,1,5,0.5
3.1,489.873913,939.5957072,1,5,0.5
3.2,576.3795872,1101.323636,1,5,0.5
3.3,598.6841629,1083.81346,1,5,0.5
3.4,632.2994693,1084.141215,1,5,0.5
3.5,695.0646636,1117.576774,1,5,0.5
3.6,720.0560142,1092.460061,1,5,0.5
3.7,915.0997033,1285.93719,1,5,0.5
3.8,932.4755319,1217.603661,1,5,0.5
3.9,1125.509519,1333.273438,1,5,0.5
4,1286.080866,1374.938395,1,5,0.5
4.1,1535.745023,1393.39926,1,5,0.5
4.2,1781.259887,1383.31054,1,5,0.5
4.3,1897.874555,1303.528471,1,5,0.5
4.4,1973.431915,1241.649747,1,5,0.5
4.5,2001.796309,1185.399202,1,5,0.5
4.6,2000.344749,1128.735984,1,5,0.5
4.7,1962.065638,1066.729874,1,5,0.5
4.8,1883.533799,1024.851695,1,5,0.5
4.9,1844.677959,989.3778724,1,5,0.5
5,1771.538559,944.9535765,1,5,0.5
5.1,1692.968834,916.9589488,1,5,0.5
5.2,1606.673736,885.3251412,1,5,0.5
5.3,1526.086412,863.3987947,1,5,0.5
5.4,1433.854453,823.2272196,1,5,0.5
5.5,1339.446647,780.7464339,1,5,0.5
5.6,1275.42822,733.0501899,1,5,0.5
5.7,1221.502897,682.7883638,1,5,0.5
5.8,1198.352188,622.2615839,1,5,0.5
5.9,1170.275823,554.168284,1,5,0.5
6,1208.343482,526.6864749,1,5,0.5
6.1,1169.056426,490.9276772,1,5,0.5
6.2,1319.156863,603.4751817,1,5,0.5
6.3,1130,533.0654275,1,5,0.5
6.4,346,NA,1,5,0.5
6.5,NA,NA,1,5,0.5
6.6,NA,NA,1,5,0.5
6.7,NA,NA,1,5,0.5
6.8,NA,NA,1,5,0.5
6.9,NA,NA,1,5,0.5
7,NA,NA,1,5,0.5
7.1,NA,NA,1,5,0.5
7.2,NA,NA,1,5,0.5
7.3,NA,NA,1,5,0.5
7.4,NA,NA,1,5,0.5
7.5,NA,NA,1,5,0.5
7.6,NA,NA,1,5,0.5
7.7,NA,NA,1,5,0.5
7.8,NA,NA,1,5,0.5
7.9,NA,NA,1,5,0.5
8,NA,NA,1,5,0.5
8.1,NA,NA,1,5,0.5
8.2,NA,NA,1,5,0.5
8.3,NA,NA,1,5,0.5
8.4,NA,NA,1,5,0.5
8.5,NA,NA,1,5,0.5
8.6,NA,NA,1,5,0.5
8.7,NA,NA,1,5,0.5
8.8,NA,NA,1,5,0.5
8.9,NA,NA,1,5,0.5
9,NA,NA,1,5,0.5
9.1,NA,NA,1,5,0.5
9.2,NA,NA,1,5,0.5
9.3,NA,NA,1,5,0.5
9.4,NA,NA,1,5,0.5
9.5,NA,NA,1,5,0.5
9.6,NA,NA,1,5,0.5
9.7,NA,NA,1,5,0.5
9.8,NA,NA,1,5,0.5
9.9,NA,NA,1,5,0.5
10,NA,NA,1,5,0.5
1,NA,NA,1,5,1
1.1,NA,NA,1,5,1
1.2,NA,NA,1,5,1
1.3,0,0,1,5,1
1.4,0,0,1,5,1
1.5,1.875,2.799872446,1,5,1
1.6,5.8,12.96919427,1,5,1
1.7,0.714285714,0.951189731,1,5,1
1.8,0.111111111,0.333333333,1,5,1
1.9,53.21428571,170.2162329,1,5,1
2,14.25,61.83797201,1,5,1
2.1,69.03571429,188.6070739,1,5,1
2.2,57.16666667,182.3868733,1,5,1
2.3,78.08064516,194.7514009,1,5,1
2.4,142.6103896,412.850494,1,5,1
2.5,203.3235294,463.5722286,1,5,1
2.6,167.1101695,444.6799057,1,5,1
2.7,295.6787565,554.7535774,1,5,1
2.8,216.0716981,454.8879634,1,5,1
2.9,267.0027933,522.6272271,1,5,1
3,277.3440644,464.9091616,1,5,1
3.1,280.5184615,573.5983577,1,5,1
3.2,326.8171642,629.9684075,1,5,1
3.3,379.0978947,722.3683679,1,5,1
3.4,491.1123779,938.2587075,1,5,1
3.5,540.3016801,1022.332874,1,5,1
3.6,575.8213828,994.9247439,1,5,1
3.7,718.5852449,1115.618497,1,5,1
3.8,715.4844939,1047.335903,1,5,1
3.9,854.8734247,1165.62375,1,5,1
4,970.9207566,1218.944918,1,5,1
4.1,1201.313707,1306.098655,1,5,1
4.2,1487.62034,1373.536978,1,5,1
4.3,1681.995331,1341.496529,1,5,1
4.4,1850.851777,1337.035599,1,5,1
4.5,1904.414878,1261.246925,1,5,1
4.6,1976.343698,1227.01286,1,5,1
4.7,1943.264383,1157.449002,1,5,1
4.8,1923.662596,1100.618878,1,5,1
4.9,1881.464876,1062.416152,1,5,1
5,1842.346571,1020.098859,1,5,1
5.1,1776.078176,979.9411881,1,5,1
5.2,1701.41963,953.3233242,1,5,1
5.3,1641.164271,915.3248348,1,5,1
5.4,1535.263969,879.7952448,1,5,1
5.5,1458.041327,846.6735442,1,5,1
5.6,1378.619212,791.0447349,1,5,1
5.7,1307.348772,740.7409138,1,5,1
5.8,1261.978605,683.1300643,1,5,1
5.9,1230.218826,632.4498004,1,5,1
6,1218.055684,571.2341521,1,5,1
6.1,1255.728155,551.9928375,1,5,1
6.2,1226.354651,516.8324543,1,5,1
6.3,1191.862069,456.0285646,1,5,1
6.4,1414,714.177849,1,5,1
6.5,NA,NA,1,5,1
6.6,NA,NA,1,5,1
6.7,NA,NA,1,5,1
6.8,NA,NA,1,5,1
6.9,NA,NA,1,5,1
7,NA,NA,1,5,1
7.1,NA,NA,1,5,1
7.2,NA,NA,1,5,1
7.3,NA,NA,1,5,1
7.4,NA,NA,1,5,1
7.5,NA,NA,1,5,1
7.6,NA,NA,1,5,1
7.7,NA,NA,1,5,1
7.8,NA,NA,1,5,1
7.9,NA,NA,1,5,1
8,NA,NA,1,5,1
8.1,NA,NA,1,5,1
8.2,NA,NA,1,5,1
8.3,NA,NA,1,5,1
8.4,NA,NA,1,5,1
8.5,NA,NA,1,5,1
8.6,NA,NA,1,5,1
8.7,NA,NA,1,5,1
8.8,NA,NA,1,5,1
8.9,NA,NA,1,5,1
9,NA,NA,1,5,1
9.1,NA,NA,1,5,1
9.2,NA,NA,1,5,1
9.3,NA,NA,1,5,1
9.4,NA,NA,1,5,1
9.5,NA,NA,1,5,1
9.6,NA,NA,1,5,1
9.7,NA,NA,1,5,1
9.8,NA,NA,1,5,1
9.9,NA,NA,1,5,1
10,NA,NA,1,5,1