Density,Interference,Sociality,patch_value,residence_time,se
0.4,0.1,0.5,4.7,1.279713866,0.003656353
2,0.5,1,3.3,1.163989067,0.003657799
5,1,1,9.1,1.135801444,0.003667414
5,0.1,1,2.7,1.250643513,0.003668361
0.4,0.1,0.5,4.6,1.276975456,0.003672082
5,0.5,1,9,1.153104685,0.003681488
0.4,0.1,1,3,1.332827413,0.003704682
0.4,0.1,0.5,4.5,1.270984167,0.003726727
2,0.1,0,3.8,1.012542759,0.003760137
0.4,0.5,0.5,9.2,1.04381803,0.003848827
0.4,1,1,9.2,1.035669192,0.003853292
2,0.1,0.5,8.9,1.212525124,0.003880491
5,0.5,1,2.7,1.13506804,0.003949118
2,1,1,9.1,1.105987261,0.003979629
0.4,0.1,0.5,9,1.135785007,0.004003536
0.4,0.1,0.5,4.8,1.287491391,0.004018856
0.4,0.1,0,4.7,1.013447433,0.004029663
0.4,0.5,0.5,4.5,1.084119887,0.00403363
2,0.5,0.5,3.4,1.050707547,0.004035078
2,1,0.5,3.1,1.00811359,0.004044408
0.4,1,1,9.5,1.005780347,0.004081394
5,0.1,0.5,8.9,1.219510684,0.004121752
0.4,0.1,0.5,4.4,1.259624531,0.004156078
2,0.1,1,8.9,1.208263747,0.004156714
0.4,0.5,1,9.2,1.051861702,0.004162486
2,1,1,3.2,1.094931978,0.004166803
2,0.1,1,2.7,1.297043886,0.004187222
2,0.1,0.5,3.8,1.15551749,0.004210279
0.4,0.5,0.5,4.6,1.101941748,0.004213583
2,0.5,1,9,1.13216387,0.004226671
5,0.5,0.5,2.7,1.04296875,0.004231016
0.4,0.1,0.5,5.3,1.19482056,0.004231649
0.4,0.1,1,9.1,1.130825496,0.004298703
5,0.1,1,8.9,1.24336309,0.004345247
0.4,0.5,1,3.5,1.193675889,0.004358891
0.4,0.1,0.5,4.9,1.286673107,0.004397604
5,0.1,0,2.9,1.009940358,0.004427717
0.4,1,0.5,9.3,1.033260632,0.004463369
5,0.1,0.5,2.9,1.131094815,0.004485403
0.4,0.1,0,4.6,1.010162602,0.004526303
2,0.5,0.5,9.1,1.104240581,0.004560977
0.4,1,1,3.7,1.109362055,0.004573884
5,1,0.5,2.4,1.009237875,0.004602872
0.4,0.1,1,2.9,1.327411861,0.004619438
5,0.5,0,9.4,1.017478152,0.004633123
5,0.5,1,2.6,1.136082203,0.00466236
0.4,0.1,0,9.2,1.083000235,0.00468958
2,0.1,0.5,9,1.204374181,0.00469512
0.4,0.1,0.5,5.2,1.229301151,0.004704214
0.4,0.5,0.5,4.4,1.093603106,0.004710527
5,1,1,9.2,1.130235883,0.00471226
0.4,0.1,0.5,5,1.28614567,0.004847566
5,0.5,1,9.1,1.159255307,0.004925534
2,0.5,1,3.2,1.171384761,0.00493174
5,0.5,0.5,9.1,1.125971503,0.004938192
0.4,0.1,0.5,4.3,1.253988756,0.004941519
2,0.1,0,9.1,1.109090909,0.004953205
5,1,0.5,9.2,1.082799282,0.004973033
5,0.1,0,9.1,1.107744783,0.004992986
0.4,0.1,0.5,5.1,1.266596269,0.00509291
5,1,0,9.6,1.007246377,0.005114637
0.4,1,0.5,3.9,1.010309278,0.005134621
5,0.1,1,2.6,1.262284147,0.005189537
2,0.1,0.5,3.7,1.149609778,0.005206581
2,0.5,0,9.7,1.007407407,0.005228083
5,1,0.5,2.5,1.019145803,0.005262889
2,1,0.5,3,1.007462687,0.005267025
5,0.1,0.5,9,1.212609671,0.005294431
2,0.5,1,9.1,1.127563025,0.005336893
2,0.1,0,3.6,1.010810811,0.005383387
2,0.1,1,9,1.209592027,0.00543999
2,0.5,0.5,3.3,1.049799657,0.005452015
0.4,0.1,0.5,9.1,1.151425914,0.005469327
5,1,1,2.5,1.095186587,0.005545898
5,0.5,1,9.2,1.148752579,0.005624985
2,1,1,3.1,1.113873695,0.005636745
0.4,0.1,0.5,4.2,1.242728185,0.005771149
2,1,0.5,9.2,1.05764411,0.005811907
0.4,0.1,1,9.2,1.150284042,0.005883295
2,0.5,0.5,9.2,1.101541251,0.005906545
5,0.1,1,9,1.253942882,0.005923851
5,0.5,1,2.5,1.144945189,0.005934827
5,1,1,9.3,1.138084112,0.005963872
2,1,1,9.2,1.12091002,0.006005529
2,0.1,0.5,9.1,1.224893918,0.006077492
0.4,1,1,3.6,1.099587912,0.006077686
0.4,0.1,1,2.8,1.336729932,0.006085017
0.4,0.1,0,9.3,1.0855573,0.006098291
0.4,1,0.5,3.7,1.00617284,0.00617284
2,0.1,1,2.6,1.321633536,0.006191684
5,0.5,0.5,9.2,1.131670689,0.006246051
0.4,1,1,9.3,1.05,0.006255536
2,0.5,1,3.1,1.17425346,0.00626126
0.4,0.5,1,9.3,1.063296903,0.006281651
2,1,0.5,9.3,1.029299363,0.006287001
2,0.1,0,9.2,1.102420203,0.006315591
0.4,0.5,1,3.4,1.195187616,0.006335851
2,1,0,9.8,1.006451613,0.006451613
2,1,0.5,9.4,1.011320755,0.006511236
0.4,0.5,0.5,4.3,1.087494665,0.006517149
0.4,0.5,0.5,9.3,1.060430899,0.006608048
0.4,0.5,1,9.5,1.017766497,0.006663647
2,0.1,0,3.5,1.009478673,0.006686457
5,1,1,2.4,1.082768635,0.006688319
5,1,0.5,9.3,1.062283737,0.006709379
0.4,0.1,0,4.3,1.006849315,0.006849315
2,0.1,1,9.1,1.209652576,0.006986532
5,0.5,0.5,2.6,1.061294766,0.007010469
5,0.1,0.5,2.8,1.14749348,0.007122128
2,0.5,1,9.2,1.14527845,0.00713696
2,0.5,0.5,3.2,1.042841037,0.007167401
0.4,0.1,0.5,4.1,1.238163788,0.007232625
2,0.5,0,3.4,1,0.007233853
0.4,0.1,0,4.5,1.016286645,0.007235847
5,0.1,0,9.2,1.115128845,0.007237595
0.4,0.1,1,9.3,1.129313025,0.007252672
5,1,1,2.3,1.085141903,0.0072571
0.4,0.1,0.5,9.2,1.147802929,0.00731834
2,1,0.5,9.5,1.010526316,0.007423512
0.4,0.5,0.5,4.2,1.064006024,0.007440468
0.4,1,0.5,9.5,1.018518519,0.00750141
5,1,0.5,2.3,1.017006803,0.007553579
0.4,1,0.5,3.8,1.013157895,0.007563174
5,0.1,0,2.7,1.007575758,0.007575758
5,0.1,0.5,2.7,1.145133944,0.007673334
2,0.1,0.5,3.6,1.139795582,0.007682274
2,0.1,1,9.2,1.178562023,0.007683601
5,0.1,0.5,9.1,1.233426518,0.007729528
2,1,1,9.3,1.126618123,0.007755153
5,0.5,1,9.3,1.160307692,0.007794261
5,0.5,0,9.5,1.031746032,0.007817275
2,1,1,3,1.134955752,0.00798352
0.4,1,0.5,9.4,1.048087432,0.008026882
2,0.1,0.5,9.2,1.240484048,0.008043437
5,1,1,9.4,1.14556701,0.008057317
5,0.5,1,2.4,1.139442231,0.008139214
5,0.1,1,9.1,1.269294836,0.008146851
5,0.5,0.5,2.5,1.053053053,0.008147835
5,1,0,9.7,1.008196721,0.008196721
0.4,0.1,1,2.7,1.327904452,0.008255967
5,1,1,2.2,1.085340674,0.008302189
0.4,0.1,0,9.4,1.081475788,0.008330217
0.4,0.1,0.5,4,1.21054115,0.008474146
2,0.5,1,9.3,1.155995343,0.008497066
5,0.5,0,9.6,1.021126761,0.008548432
5,0.1,1,2.5,1.333381713,0.008608197
0.4,0.1,0.5,9.3,1.150249138,0.008615864
0.4,0.5,0.5,9.5,1.055068836,0.008638206
2,0.1,0,9.3,1.107037256,0.008645939
2,0.1,1,2.5,1.378469871,0.008752262
5,0.5,0.5,9.3,1.115807759,0.008800098
0.4,0.5,1,9.4,1.060425532,0.008877309
2,0.1,0,3.4,1.012738854,0.008978812
2,0.5,1,3,1.215542522,0.009071291
5,1,0,9.8,1.009174312,0.009174312
2,1,0,9.9,1.009174312,0.009174312
2,1,1,2.9,1.150960659,0.009244356
5,0.5,0.5,2.4,1.053793103,0.009249002
0.4,0.5,0.5,9.4,1.076526225,0.009272352
0.4,0.1,1,9.4,1.116292135,0.009317752
5,0.5,1,9.4,1.142394822,0.009382183
0.4,0.1,0,4.4,1.019047619,0.00945521
0.4,0.5,0.5,9.6,1.041493776,0.009555769
5,1,1,2,1.054545455,0.009594285
0.4,0.1,0,9.5,1.074589128,0.009683764
5,0.1,0.5,9.2,1.238781526,0.009984709
0.4,0.5,1,3.3,1.185079494,0.010086894
5,1,1,9.5,1.143765903,0.010131698
0.4,1,1,3.5,1.097184378,0.010143112
0.4,0.1,0.5,9.4,1.13750807,0.010163921
2,0.1,0.5,3.5,1.107834878,0.010260114
2,0.5,0.5,9.3,1.123648649,0.010303321
2,1,1,9.4,1.104549082,0.010327033
5,0.5,1,2.3,1.130747126,0.010566927
5,1,1,1.9,1.050607287,0.010671506
5,0.1,1,2.4,1.373621802,0.010800614
2,0.1,1,2.4,1.405250048,0.010802497
2,0.1,0.5,9.3,1.233395176,0.010846764
2,0.5,1,2.9,1.236996337,0.010915435
0.4,0.5,1,3.2,1.1522694,0.010968571
5,0.1,0.5,2.6,1.13884993,0.010969304
0.4,0.5,0.5,4,1.040625,0.011053391
0.4,0.5,0.5,4.1,1.063670412,0.01122072
5,1,0.5,9.4,1.074074074,0.011270184
0.4,0.1,1,9.5,1.111312217,0.011355612
2,1,1,2.8,1.145043732,0.011485486
5,1,1,2.1,1.095808383,0.011763799
2,0.5,0.5,3,1.036144578,0.011852274
5,0.5,1,2.2,1.131857555,0.011908244
5,0.1,1,2.3,1.390840057,0.011935923
5,1,0.5,2.2,1.027322404,0.012083931
5,0.1,1,9.2,1.299551234,0.012114901
5,0.1,0,2.6,1.012195122,0.012195122
5,0.1,0,9.3,1.122043519,0.012241141
2,0.1,0.5,9.4,1.240043057,0.012334637
5,0.5,0.5,2.2,1.027932961,0.012350843
2,0.5,1,9.4,1.175324675,0.01238396
5,0.1,0.5,2.5,1.117804552,0.012682496
2,0.5,1,2.8,1.260932244,0.012891145
2,0.1,1,9.3,1.2276551,0.0129293
2,0.1,0,9.4,1.126627219,0.012941813
0.4,0.1,1,2.6,1.394311065,0.013016259
2,0.1,1,2.3,1.469951923,0.013080448
0.4,1,1,9.4,1.103683492,0.013102965
5,0.1,1,2.2,1.409542744,0.013248574
5,1,0.5,1.9,1.013513514,0.013513514
0.4,0.5,0.5,9.7,1.052287582,0.013560978
5,0.1,1,2.1,1.402520126,0.01367147
2,0.1,1,2.2,1.45560166,0.013712642
5,0.5,1,9.5,1.162511542,0.01374545
2,1,1,2.5,1.131513648,0.01382769
2,0.5,1,2.7,1.271436684,0.013893336
2,0.1,1,2,1.402537892,0.013899043
2,0.1,1,2.1,1.431007752,0.014248573
0.4,0.1,0.5,3.9,1.225412778,0.01427659
2,0.1,1,1.9,1.370659722,0.014511995
0.4,1,1,3.3,1.121259843,0.014586971
2,0.5,0.5,3.1,1.062874251,0.01459124
0.4,0.1,0.5,9.5,1.136196319,0.014624228
5,0.5,0.5,9.4,1.134727062,0.014624733
2,1,1,2.4,1.113943028,0.014650023
5,1,1,1.3,1.014705882,0.014705882
0.4,0.5,1,3.1,1.18387414,0.014743906
5,0.1,1,2,1.383160738,0.014874683
2,0.5,0.5,9.4,1.113846154,0.014893672
2,1,0.5,2.8,1.015151515,0.015151515
5,0.1,0.5,9.3,1.25787006,0.015156604
5,0.1,0,2.8,1.035031847,0.015169035
2,0.5,1,2.6,1.261316872,0.015209886
0.4,1,1,3.4,1.101102941,0.015332163
2,0.5,1,2.4,1.209497207,0.015415754
2,0.1,1,9.4,1.213658537,0.015562643
2,1,1,2.6,1.138554217,0.0156086
5,0.5,0.5,2.3,1.04379562,0.016135262
2,0.5,1,2.5,1.251908397,0.016143037
2,1,1,2.7,1.177997528,0.016332546
5,0.1,1,9.3,1.294964029,0.016420824
2,0.1,1,1.8,1.356097561,0.016457578
5,1,1,9.6,1.140684411,0.016544658
2,0.1,0,9.5,1.088050314,0.016564866
0.4,0.1,1,2.5,1.451626184,0.016602145
2,0.1,0,3.2,1.016666667,0.016666667
2,1,0.5,2.9,1.024390244,0.017139716
2,0.1,0.5,3.3,1.102625298,0.017327843
2,0.1,0.5,9.5,1.2265625,0.017336045
0.4,1,1,3.2,1.16,0.017386247
0.4,0.1,0,4.2,1.030612245,0.017490833
5,0.5,0.5,9.5,1.153429603,0.017512597
5,1,0.5,9.5,1.07,0.017518902
2,0.5,1,9.5,1.19212963,0.017567184
5,0.5,0.5,2,1.025316456,0.017786315
0.4,0.5,0.5,3.7,1.057803468,0.017794405
2,0.5,0.5,9.5,1.14481409,0.017876587
0.4,0.1,0.5,3.8,1.142602496,0.017893935
0.4,0.1,0,9.6,1.080291971,0.017999157
0.4,0.1,1,2.2,1.457554725,0.018211462
2,0.5,0,3.2,1.026315789,0.018483603
0.4,0.1,0.5,9.6,1.127232143,0.01866261
5,0.1,0.5,2.4,1.093939394,0.01873003
2,0.5,0.5,2.9,1.06097561,0.018742292
5,0.5,1,9.6,1.177664975,0.019035294
0.4,0.1,1,2.3,1.480797278,0.019041975
2,0.1,0.5,3.4,1.110599078,0.019395188
0.4,0.1,1,2.4,1.504193849,0.019400074
0.4,0.1,1,2.1,1.442757009,0.019417101
5,0.1,1,9.4,1.330267559,0.019447604
0.4,0.1,0,4.1,1.027777778,0.019503042
0.4,0.1,0,9.7,1.049723757,0.019628601
0.4,0.1,1,2,1.426666667,0.019726091
2,1,1,9.5,1.136138614,0.019750858
5,0.5,1,1.8,1.04040404,0.019890402
0.4,1,1,2.7,1.02,0.02
5,0.1,1,1.9,1.353705118,0.020034513
5,0.1,0,9.4,1.142857143,0.020049413
5,0.5,1,2,1.112676056,0.020076239
2,0.5,0.5,9.6,1.122282609,0.020271175
2,0.1,1,9.7,1.10373444,0.020541864
2,0.1,1,9.5,1.187601958,0.020614524
2,0.1,0,9.6,1.103585657,0.020860673
2,0.5,1,9.6,1.158974359,0.020880302
2,0.5,0.5,2.8,1.064748201,0.020947808
0.4,0.1,1,9.6,1.166666667,0.021049385
0.4,0.5,0.5,3.9,1.06504065,0.021149695
0.4,1,1,3.1,1.168518519,0.02126883
0.4,0.5,1,3,1.192090395,0.021360371
5,0.5,0.5,9.6,1.126623377,0.021586688
5,0.5,1,2.1,1.14004914,0.021589055
0.4,0.1,0.5,9.7,1.106164384,0.021617528
0.4,0.1,1,1.9,1.38760407,0.022338718
5,1,1,1.8,1.110655738,0.022498396
5,0.5,0,9.7,1.057142857,0.022760786
0.4,0.5,0.5,3.6,1.074285714,0.022947277
0.4,1,1,3,1.183417085,0.023003491
5,1,1,1.7,1.082417582,0.023221602
0.4,0.1,0,4,1.023255814,0.023255814
5,0.1,0.5,2.3,1.073170732,0.023577006
0.4,1,1,2.9,1.198511166,0.024859531
0.4,0.5,0.5,3.8,1.069767442,0.025063018
0.4,0.5,1,2.9,1.236598891,0.025348623
5,0.1,0,9.5,1.136170213,0.026163611
2,0.1,0,3.1,1.026315789,0.026315789
2,0.5,0.5,2.7,1.037735849,0.026425459
5,0.1,0.5,9.4,1.293823038,0.026538939
5,0.5,0.5,1.9,1.06097561,0.026587286
0.4,0.5,1,2.6,1.214084507,0.026720957
2,0.1,1,9.6,1.16,0.026777917
2,0.1,0.5,9.7,1.234323432,0.026930123
5,0.1,1,9.5,1.273279352,0.027791749
5,0.1,0.5,9.5,1.264781491,0.029090525
0.4,0.5,1,2.3,1.257075472,0.029205354
2,0.1,1,1.7,1.355555556,0.030268215
5,1,0.5,1.8,1.03030303,0.03030303
2,0.5,0.5,2.6,1.08490566,0.030325946
5,0.5,1,9.7,1.213270142,0.030567802
0.4,0.5,1,2.7,1.218241042,0.03067198
0.4,0.5,1,2.8,1.284382284,0.030899188
2,0.5,1,2.3,1.301020408,0.031540927
5,0.1,1,1.8,1.361471861,0.031596946
0.4,0.5,0.5,9.8,1.100917431,0.031780749
0.4,0.1,0.5,3.6,1.101123596,0.032139188
0.4,0.5,1,2.5,1.307926829,0.03230004
0.4,1,1,2.8,1.240282686,0.03237749
5,0.5,1,1.9,1.102678571,0.03246197
0.4,0.5,1,2.4,1.319261214,0.033037743
0.4,0.1,0.5,3.5,1.033333333,0.033333333
5,0.5,1,1.7,1.064935065,0.03377412
0.4,0.1,0.5,9.8,1.070175439,0.034134934
2,0.1,0.5,10,1.3515625,0.03415203
0.4,0.5,1,2.2,1.230452675,0.034277678
5,0.1,0.5,9.6,1.142857143,0.034313176
5,0.5,0.5,2.1,1.082352941,0.034347722
0.4,0.1,1,1.8,1.403755869,0.034744023
2,0.5,1,9.7,1.160714286,0.035148426
2,0.5,0.5,9.7,1.125984252,0.035339208
5,0.5,0,2.4,0.947368421,0.036709781
2,1,1,2.3,1.130434783,0.036835135
2,0.1,0.5,9.6,1.335149864,0.036988906
2,0.1,0.5,9.8,1.270992366,0.037028561
0.4,0.1,0.5,3.7,1.173410405,0.037924763
5,0.5,1,9.8,1.156521739,0.038251854
0.4,1,0.5,3.3,1.038461538,0.038461538
5,1,1,9.9,1.141666667,0.039774986
5,0.1,1,9.6,1.208,0.039831905
2,0.1,0.5,3.2,1.16,0.04
5,1,1,9.8,1.119047619,0.040011336
2,0.1,1,1.6,1.236453202,0.040315976
2,0.1,0.5,9.9,1.298449612,0.040362162
5,1,1,9.7,1.182608696,0.042035561
0.4,0.5,0.5,3.2,1.060606061,0.042180033
2,0.1,0.5,2.9,1.218934911,0.042340733
2,0.1,0.5,3.1,1.162162162,0.043141309
5,0.1,0,2.4,1.043478261,0.043478261
5,0.5,1,9.9,1.144067797,0.043853601
5,1,1,10,1.151898734,0.044454235
0.4,0.1,1,9.7,1.272727273,0.044508956
2,1,1,9.6,1.203389831,0.045925262
5,1,0.5,9.6,1.173469388,0.045927133
2,0.1,0.5,3,1.211382114,0.04654107
2,0.5,1,2.1,1.1875,0.047379928
0.4,0.1,0,3.8,1.047619048,0.047619048
0.4,0.1,1,1.7,1.350877193,0.048311275
2,0.1,0,9.7,1.111111111,0.050619272
2,0.1,1,1.5,1.193548387,0.05079672
5,0.5,1,10,1.113207547,0.051539277
5,0.5,0.5,1.8,1.052631579,0.052631579
2,1,1,9.7,1.202380952,0.052966399
5,0.1,1,1.6,1.3125,0.055332228
5,0.1,1,1.7,1.323170732,0.055341617
0.4,1,0.5,2.9,1.055555556,0.055555556
2,0.1,1,9.8,1.205882353,0.057603682
5,0.5,0.5,9.7,1.207317073,0.059450978
0.4,0.1,1,1.6,1.397260274,0.059504688
0.4,0.1,0.5,3.4,1.086956522,0.06007385
0.4,0.5,1,2,1.207792208,0.062247885
0.4,0.1,1,1.5,1.324561404,0.064137251
2,0.5,1,2,1.193548387,0.064383788
0.4,0.1,1,1.4,1.321428571,0.075266884
0.4,0.1,1,9.9,1.383561644,0.079549093
2,1,1,2.1,1.117647059,0.080547435
0.4,0.1,0.5,3,1.15,0.081917802
0.4,0.5,0.5,3.1,1.083333333,0.083333333
2,0.1,1,1.4,1.298507463,0.08510755
0.4,0.1,0.5,3.3,1.125,0.085391256
0.4,0.1,1,9.8,1.493333333,0.089791216
2,0.5,0.5,9.8,1.176470588,0.12820291
2,0.1,0.5,2.8,1.2,0.133333333
0.4,0.1,1,1.3,1.314285714,0.134548286
5,1,1,1.6,1.142857143,0.142857143
5,0.1,0.5,2.1,1.142857143,0.142857143
0.4,1,1,2.6,1.142857143,0.142857143
0.4,0.1,0.5,3.2,1.3125,0.145063251
2,0.5,1,2.2,1.3,0.152752523
5,0.1,0,2.1,1.166666667,0.166666667
2,0.1,0.5,2.3,1.166666667,0.166666667
0.4,0.1,0.5,2.6,1.166666667,0.166666667
0.4,0.1,0,3.2,1.166666667,0.166666667
0.4,0.1,0,3.4,1.166666667,0.166666667
2,1,1,2,1.2,0.2
0.4,0.1,0,3.3,1.2,0.2
0.4,0.5,0.5,2.9,1.25,0.25
0.4,0.1,0.5,3.1,1.25,0.25
0.4,0.1,0.5,2.8,1.375,0.26305214
2,0.1,0.5,2.7,1.5,0.288675135
5,0.5,1,1.6,1.333333333,0.333333333
5,1,0,2,1.333333333,0.333333333
0.4,0.1,0,2.6,1.333333333,0.333333333
5,0.1,1,1.4,1.5,0.377964473
5,0.1,0.5,1.8,1.5,0.5
0.4,1,1,1.9,1.5,0.5
5,0.1,0,1.9,1.5,0.5
0.4,1,0,2.9,1.5,0.5
2,0.1,0.5,1.4,1,0
5,0.1,0.5,1.5,1,0
5,0.5,1,1.5,1,0
5,0.5,0,1.6,1,0
2,1,0,1.7,1,0
5,0.1,0,1.7,1,0
5,1,0,1.8,1,0
2,0.1,0.5,1.9,1,0
2,0.5,0,1.9,1,0
2,0.5,1,1.9,1,0
5,0.1,0.5,2,1,0
5,0.1,0,2,1,0
0.4,0.5,0.5,2.1,1,0
2,0.5,0.5,2.1,1,0
2,1,0.5,2.1,1,0
2,1,0,2.1,1,0
0.4,1,1,2.2,1,0
2,0.5,0.5,2.2,1,0
2,0.5,0,2.2,1,0
2,1,0.5,2.2,1,0
2,1,0,2.2,1,0
2,1,0,2.3,1,0
0.4,0.5,0.5,2.4,1,0
0.4,1,0.5,2.4,1,0
0.4,1,0,2.5,1,0
0.4,1,1,2.5,1,0
2,1,0,2.5,1,0
0.4,1,0.5,2.6,1,0
0.4,0.1,0.5,2.7,1,0
0.4,0.1,0,2.7,1,0
0.4,1,0,2.7,1,0
0.4,0.1,0,2.8,1,0
0.4,0.5,0,2.8,1,0
0.4,0.5,0,2.9,1,0